CODICE;DESCRIZIONE;NRPEZZIIMBALLO;NOMENCLCOMBINATA1;PROVENIENZA;GRUPPO;NATURA;CATEGORIASTAT;FAMIGLIA;CONCENTRAZIONE;SPECIALITIES;ECOCERT;COSMOS;SOLUZIONI;SOLUZIONIA;SOLUZIONIB;SOLUZIONIC;GRUPPOCRM;GRUPPOVTE;CATEGORIASTATCRM;CATEGORIASTATVTE
20236#243XXX;PROTELAN MGL - E;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Glutammati;;1;1;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20258#000XXX;PROTELAN ENS;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Base emulsionanti;;1;1;1;0;0;1;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
20240#000XXX;PROTELAN AG 8;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Glutammati;;1;1;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20260#000XXX;PROTELAN VE/K;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Proteine idrolizzate funzionalizzate;;1;0;0;0;0;1;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20253#000XXX;AUTOBRILL-L100;.000000;;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Compound;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
20254#000XXX;LUMOROL K 2010;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Compound;;1;1;0;0;0;0;1;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
20255#000XXX;LUMOROL CIS/D70;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Compound;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
20237#000XXX;PROTELAN AG 11;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Proteine idrolizzate funzionalizzate;;1;1;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20237#243XXX;PROTELAN AG 11 - E;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Proteine idrolizzate funzionalizzate;;1;1;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20266#000XXX;PURTON CM/20;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Compound;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
20256#000XXX;LUMOROL K ECO;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Compound;;1;1;0;0;0;0;1;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
20247#100XXX;PROTELAN AGL/95 K;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Glutammati;;1;0;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20249#000XXX;PROTELAN AGL 95/C;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Glutammati;;1;0;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20259#000XXX;PROTELAN AG 8 - E;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Glutammati;;1;1;1;0;0;1;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20260#242XXX;PROTELAN VE/K NP;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Proteine idrolizzate funzionalizzate;;1;0;0;0;0;1;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20269#000XXX;PURTON CFM/F;.000000;34021300;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;Ammidi;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;NI NON IONICI
20275#000XXX;PROTELAN NMF;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Base emulsionanti;;1;1;1;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
20265#252XXX;PURTON CFD;.000000;34021300;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;Ammidi DI COCCO;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;NI NON IONICI
20268#000XXX;PURTON PFD;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;Ammidi;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;NI NON IONICI
20271#000XXX;PURTON SFD;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;Ammidi;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;NI NON IONICI
20263#000XXX;PROTELAN AGL/95 PV;.000000;34021190;PRODUZIONE;RIVENDITA;RIVENDITA PURA;AN ANIONICI;Glutammati;;1;1;1;0;1;0;0;RIVENDITA;RIVENDITA;AN ANIONICI;AN ANIONICI
20265#251XXX;PURTON CFD;.000000;34021300;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;Ammidi DI COCCO;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;NI NON IONICI
20278#095XXX;LUMOROL FMO;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Compound;;1;0;0;0;0;0;1;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
20278#000XXX;LUMOROL FMO a pH basso;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Compound;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
20274#000XXX;LUMOROL HSC;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Compound;;1;0;0;0;0;0;1;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
20265#000XXX;PURTON CFD;.000000;34021300;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;Ammidi DI COCCO;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;NI NON IONICI
20289#000XXX;LUMOROL AZ30;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Compound;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
20279#000XXX;LUMOROL LA/K;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Compound;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
20300#264XXX;SETACIN 103/SPEZIAL NP;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Solfosuccinati;;1;0;0;0;0;1;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20281#000XXX;PROTELAN LS 35;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Sarcosinati;;1;0;0;0;0;0;1;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20351#000XXX;SULFETAL CA - E;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;0;1;1;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20284#000XXX;PURTON CM/20-C;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Compound;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
20286#000XXX;LUMOROL CSD;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Compound;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
20292#000XXX;T-QUAT CTA;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;CA CATIONICI;Cationici;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;CA CATIONICI;CA CATIONICI
20355#015XXX;SULFETAL LA B;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20295#000XXX;LUMOROL T CONC;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Compound;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
20285#000XXX;PROTELAN GC;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Glicinati;;1;1;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20296#000XXX;PROTELAN ESG;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Base emulsionanti;;1;0;0;0;0;1;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
20297#000XXX;LUMOROL MC7;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Compound;;1;0;0;0;0;0;1;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
20300#104XXX;SETACIN 103 SPEZIAL/D;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Solfosuccinati;;1;0;0;0;0;1;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20355#112XXX;SULFETAL LA B -E;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;0;1;1;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20300#265XXX;SETACIN 103/SPEZIAL NP ROVAL;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Solfosuccinati;;1;0;0;0;0;1;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20355#000XXX;SULFETAL LA - NON UTILIZZARE;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;fas;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20385#095XXX;SULFETAL LS A PH ALTO;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;0;1;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20355#243XXX;SULFETAL LA - HE;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;0;1;1;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20355#104XXX;SULFETAL LA/D;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20365#264XXX;SULFETAL LM NP;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20385#114XXX;SULFETAL CS - E;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;0;1;1;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20357#000XXX;SULFETAL LA/K;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20360#243XXX;SULFETAL ZN;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;1;1;1;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20384#000XXX;SULFETAL LS/R A PH ALTO;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20385#104XXX;SULFETAL LS/D;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20391#243XXX;SULFETAL LS 40/T;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,4;0;1;1;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20395#000XXX;SULFETAL LT;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,4;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20365#000XXX;SULFETAL LM;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20385#106XXX;SULFETAL LS/K KAO;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20367#000XXX;SULFETAL LM HC;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,5;1;0;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20385#000XXX;SULFETAL LS - NON UTILIZZARE;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;fas;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20488#000XXX;ZETESOL LES 2/A a basso attivo;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20395#106XXX;SULFETAL LT/K;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,4;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20491#000XXX;ZETESOL LES 2/BA;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20489#000XXX;ZETESOL AN/70 C;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,7;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20395#107XXX;SULFETAL LT PRESERVATIVE FREE;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,4;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20395K#107;SULFETAL LT PRESERVATIVE FREE - sfuso;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,4;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20410#000XXX;SULFETAL MG - NON UTILIZZARE;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;fas;0,27;1;0;0;0;0;1;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20496#000XXX;ZETESOL LES 3/SL;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20410#104XXX;SULFETAL MG/D;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;1;0;0;0;0;1;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20385#243XXX;SULFETAL LS - E;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;0;1;1;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20415#000XXX;SULFETAL PLE;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Compound;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
20492#000XXX;ZETESOL LES 117 HC;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,7;1;0;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20493#000XXX;ZETEMOL AL;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;Estere di grado cosmetico;;1;1;1;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;ES ESTERI
20494#000XXX;ZETESOL LES 11/7;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;1;0;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20500#000XXX;ZETESOL ZN;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;1;0;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20503#000XXX;ZETESOL AN/70;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,7;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20495#000XXX;ZETESOL LA-2;.000000;;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20496#013XXX;ZETESOL LES 3/SL;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20505#013XXX;ZETESOL LES 2/K;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20505#018XXX;ZETESOL LES 2/K AT HIGH VISCOSITY;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20497#013XXX;ZETESOL LT/K;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20505#104XXX;ZETESOL LES 2/D;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20507#132XXX;ZETESOL LES 2/FO;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20497#104XXX;ZETESOL LT/D;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20498#000XXX;ZETESOL LA;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20498#112XXX;ZETESOL LA/B;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20385#096XXX;SULFETAL LS/K;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20505#010XXX;ZETESOL LES 2;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
